alibaba	经营范围：一般经营项目：   服装服饰批发零售许可经营项目：   服装服饰加工 ［已认证］	注册地址：中国广东深圳宝安区沙井街道飞扬路一号飞扬工业区6栋3楼南面                                    查看地图	东莞 童装	https://gesidifuzhuang.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	深圳市宝安区沙井格思蒂服装厂	固话：0755 - 13143213338	gesidifuzhuang	2018-03-26	联系人：黎朝东	成立时间：2016年07月04日 ［已认证］
alibaba	经营范围：设计、生产、销售：服饰、鞋帽、箱包、针纺织品、家居用品；计算机网络技术开发；企业形象设计；计算机技术咨询服务。 ［已认证］	注册地址：中国广东东莞茶山镇增埗村竹园山工业区黄岭路                                    查看地图	东莞 童装	https://dieman.1688.com/page/creditdetail.htm	注册资本：人民币10万元 ［已认证］	东莞市蝶曼服饰实业有限公司	13802457976	dieman	2018-03-26	联系人：赖谷慧	成立时间：2012年10月19日 ［已认证］
alibaba	经营范围：产销、加工：服饰、服装、针织品、毛织品、梭织品、鞋帽、袜子。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓 ［已认证］	注册地址：中国广东东莞大朗镇大井头社区盈丰五街22号                                    查看地图	东莞 童装	https://taidieey.1688.com/page/creditdetail.htm	注册资本：人民币100万元 ［已认证］	东莞市大朗泰蝶服饰源头厂家	18664185428	taidieey	2018-03-26	联系人：伍东泰	成立时间：2017年08月10日 ［已认证］
alibaba	经营范围：设计、生产、销售：服饰、服装；销售：毛纱、纺织原料、服装辅料（不含危险化学品）；货物进出口、技术进出口。 (依法须经批准的项目，经相关部门批准后方可开展.. ［已认证］	注册地址：中国广东东莞大朗镇大井头社区盈丰路13号                                    查看地图	东莞 童装	https://ybh158.1688.com/page/creditdetail.htm	注册资本：人民币50万元 ［已认证］	远博服饰源头厂家	13238302536	ybh158	2018-03-26	联系人：单国军	成立时间：2009年05月21日 ［已认证］
alibaba	经营范围：一般经营项目:服装批发与零售。（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营） ［已认证］	注册地址：中国广东深圳龙华新区龙华街道望成路玉翠新村A区95栋102                                    查看地图	东莞 童装	https://ip3986.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	深圳市龙华新区盛世华南服装销售部	13686022142	ip3986	2018-03-26	联系人：李炎亮	成立时间：2017年02月08日 ［已认证］
alibaba	经营范围：生产、销售：服装、服饰、服装辅料、布料、鞋、帽。 ［已认证］	注册地址：中国广东东莞大朗镇黎贝岭村聚新四路183号尚美汇大厦四楼6号                                    查看地图	东莞 童装	https://chunzhihuatz.1688.com/page/creditdetail.htm	注册资本：人民币100万元 ［已认证］	春之花童装源头厂家	13790599596	chunzhihuatz	2018-03-26	联系人：王桂凤	成立时间：2017年04月14日 ［已认证］
alibaba	经营范围：产销：服装、服饰。 ［已认证］	注册地址：中国广东东莞虎门镇龙眼社区东七路八巷51号                                    查看地图	东莞 童装	https://yuchunfuzhang.1688.com/page/creditdetail.htm	注册资本：人民币50万元 ［已认证］	东莞裕纯服装源头厂家	固话：0769 - 85199079	yuchunfuzhang	2018-03-26	联系人：范活红	成立时间：2012年08月13日 ［已认证］
alibaba	经营范围：从事服装、服装饰品、手袋的批发、零售及进出口业务（设立店铺，不涉及专营贸易管理商品，涉及配额、许可证管理及其他专项规定管理的商品，按国家相关规定办理申请）。 ［已认证］	注册地址：中国广东东莞大朗镇大井头社区第二工业区顺兴四路1号二楼                                    查看地图	东莞 童装	https://maracarolfushi.1688.com/page/creditdetail.htm	注册资本：港币230万元 ［已认证］	MaraCarol/玛拉咔啰官方旗舰店	固话：0769 - 82970606	maracarolfushi	2018-03-26	联系人：薛文星	成立时间：2009年07月21日 ［已认证］
alibaba	经营范围：一般经营项目：批发、零售：服装。 许可经营项目：无（一般经营项目可以自主经营；许可经营项目凭批准文件、证件经营） ［已认证］	注册地址：中国广东东莞厚街镇南五村岭祥街六巷3号                                    查看地图	东莞 童装	https://penghongfuzhuang.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	东莞市厚街鹏鸿服装经营部	13544666808	penghongfuzhuang	2018-03-26	联系人：林春龙	成立时间：2014年01月08日 ［已认证］
alibaba	经营范围：加工、产销：服装、玩具。 ［已认证］	注册地址：中国广东东莞茶山镇卢边村大基埔工业区                                    查看地图	东莞 童装	https://aomaili.1688.com/page/creditdetail.htm	注册资本：人民币50万元 ［已认证］	奥迈丽制衣源头厂家	18998018889	aomaili	2018-03-26	联系人：彭小艳	成立时间：2016年12月20日 ［已认证］
alibaba	经营范围：一般经营项目:???服装、内衣、鞋帽、纺织面料、纺织品批发零售许可经营项目:???服装、内衣、鞋帽、纺织面料、纺织品加工 ［已认证］	注册地址：中国广东深圳宝安区沙井街道万安路20号长兴科技园197栋1楼                                    查看地图	东莞 童装	https://shop1466788724260.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	深圳市宝安区沙井菲米尔服装厂	18575982021	shop1466788724260	2018-03-26	联系人：梁逢辉	成立时间：2016年06月21日 ［已认证］
alibaba	经营范围：网上销售、销售：服饰、鞋类、饰品。 ［已认证］	注册地址：中国广东东莞樟木头镇柏地银河北路13号二楼（集群注册）                                    查看地图	东莞 童装	https://samgamibabynkids.1688.com/page/creditdetail.htm	注册资本：人民币100万元 ［已认证］	samgami baby官方旗舰店	18718878600	samgamibabynkids	2018-03-26	联系人：刘巧辉	成立时间：2016年05月26日 ［已认证］
