alibaba	经营范围：一般经营项目：    服装服饰、鞋帽、纺织品等产品的销售 许可经营项目：    服装服饰、鞋帽、纺织品等产品的生产加工 ［已认证］	注册地址：中国广东深圳宝安区西乡街道南昌路62号工业区A5栋3楼                                    查看地图	东莞 童装	https://shop1460393816167.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	深圳市宝安区西乡衣洋洋服装厂	13510488942	shop1460393816167	2018-03-23	联系人：万妙梦	成立时间：2016年03月23日 ［已认证］
alibaba	经营范围：一般经营项目:服装服饰的生产加工及销售。 ［已认证］	注册地址：中国广东深圳宝安区沙井街道新桥社区芙蓉工业大道159号                                    查看地图	东莞 童装	https://gdhengyuanzhiyi.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	深圳市宝安区沙井恒远制衣厂	15322860260	gdhengyuanzhiyi	2018-03-23	联系人：梁梅	成立时间：2014年04月09日 ［已认证］
alibaba	经营范围：一般经营项目：服装批发销售。 ［已认证］	注册地址：中国广东深圳龙岗区布吉街道罗岗社区龙珠综合楼三楼库马服装城D3056                                    查看地图	东莞 童装	https://chenxing668.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	深圳市龙岗区辰星服装销售部	16620619115	chenxing668	2018-03-23	联系人：黄雅熙	成立时间：2018年02月28日 ［已认证］
alibaba	经营范围：生产、销售：服饰、服装、鞋、帽、袜子、饰品、箱包、皮具、办公用品。   (依法须经批准的项目，经相关部门批准后方可开展经营活动)〓 ［已认证］	注册地址：中国广东东莞虎门镇赤岗社区东北榨房新区98号1楼                                    查看地图	东莞 童装	https://weizhoufushi.1688.com/page/creditdetail.htm	注册资本：人民币100万元 ［已认证］	维洲服饰源头厂家	18128570109	weizhoufushi	2018-03-23	联系人：周伟	成立时间：2015年03月18日 ［已认证］
alibaba	经营范围：一般经营项目：   许可经营项目：   服装生产加工 ［已认证］	注册地址：中国广东深圳龙华新区观澜街道富坑社区同富裕工业区6号A栋2楼                                    查看地图	东莞 童装	https://opperman.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	深圳市龙华新区欧柏曼服装制造厂	13662749026	opperman	2018-03-23	联系人：黎彩	成立时间：2016年06月28日 ［已认证］
alibaba	经营范围：零售、网上销售：童装。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)〓 ［已认证］	注册地址：中国广东东莞大朗镇长塘社区飞鼠地112号                                    查看地图	东莞 童装	https://beilatz.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	东莞市大朗贝啦童装店	固话：0769 - 81129132	beilatz	2018-03-23	联系人：汪丽	成立时间：2017年03月02日 ［已认证］
alibaba	经营范围：销售：服装、鞋、服饰。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)〓 ［已认证］	注册地址：中国广东东莞石排镇谷吓村太和中路北六巷十一号                                    查看地图	东莞 童装	https://shop1433868754788.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	东莞市石排宝屋童装贸易部	固话：0769 - 18475418530	shop1433868754788	2018-03-23	联系人：陈康记	成立时间：2015年05月26日 ［已认证］
alibaba	经营范围：从事服装、服装饰品、手袋的批发、零售及进出口业务（设立店铺，不涉及专营贸易管理商品，涉及配额、许可证管理及其他专项规定管理的商品，按国家相关规定办理申请）。 ［已认证］	注册地址：中国广东东莞大朗镇大井头社区第二工业区顺兴四路1号二楼                                    查看地图	东莞 童装	https://maracarolfushi.1688.com/page/creditdetail.htm	注册资本：港币230万元 ［已认证］	MaraCarol/玛拉咔啰官方旗舰店	固话：0769 - 82970606	maracarolfushi	2018-03-23	联系人：薛文星	成立时间：2009年07月21日 ［已认证］
alibaba	经营范围：生产和销售毛织、服装（含洗水工序）。 ［已认证］	注册地址：中国广东东莞常平镇岗梓村大埔工业区                                    查看地图	东莞 童装	https://yihuitongzhuang.1688.com/page/creditdetail.htm	注册资本：港币1,122万元 ［已认证］	东莞常平岗梓兴业针织服装有限公司	18122989198	yihuitongzhuang	2018-03-23	联系人：郑优世	成立时间：2008年12月11日 ［已认证］
alibaba	经营范围：销售：服饰、童装、童鞋、袜、帽、围巾、饰品。 ［已认证］	注册地址：中国广东东莞虎门镇博美村十三巷7号                                    查看地图	东莞 童装	https://duducream.1688.com/page/creditdetail.htm	注册资本：人民币100万元 ［已认证］	Dudu cream官方旗舰店	固话：153 - 62414329	duducream	2018-03-23	联系人：林承都	成立时间：2016年02月24日 ［已认证］
alibaba	经营范围：生产、销售：纺织品、服饰、服装、鞋、帽、袜、皮具、箱包、布料、服装辅料；货物进出口、技术进出口。 ［已认证］	注册地址：中国广东东莞虎门镇小捷滘社区捷南路161号4楼                                    查看地图	东莞 童装	https://yihuafz.1688.com/page/creditdetail.htm	注册资本：人民币600万元 ［已认证］	东莞市逸华纺织服饰有限公司	13539053869	yihuafz	2018-03-23	联系人：胡婷玉	成立时间：2016年03月16日 ［已认证］
alibaba	经营范围：生产、销售：服装、服饰、服装辅料、布料、鞋、帽。 ［已认证］	注册地址：中国广东东莞大朗镇黎贝岭村聚新四路183号尚美汇大厦四楼6号                                    查看地图	东莞 童装	https://chunzhihuatz.1688.com/page/creditdetail.htm	注册资本：人民币100万元 ［已认证］	春之花童装源头厂家	13790599596	chunzhihuatz	2018-03-23	联系人：王桂凤	成立时间：2017年04月14日 ［已认证］
